24.980672,7.836687,12.198086,54.799112,149.431577,42.285964,60.854295,120.394795,85.025315,51.545303,130.710423,74.330390,39.330515,100.898659,79.656672,0.000000
27.778368,20.923018,15.878485,56.965238,152.964000,41.730110,60.632759,128.091563,86.006800,50.670370,135.271401,78.064358,35.431228,113.289719,72.738860,0.000000
28.253230,15.691632,22.501012,40.331309,167.285507,37.158387,47.521096,134.794214,74.192608,39.976452,148.073053,57.332697,27.969948,142.009022,48.671489,0.000000
28.675995,15.062306,20.129900,50.119760,163.817291,29.327212,56.444076,138.334334,63.220250,45.865355,146.061906,51.596180,32.044012,122.905108,28.062548,0.000000
23.972362,11.765355,18.980875,47.134513,165.459569,36.317885,51.935593,138.614626,78.865742,39.864323,149.500953,60.747533,19.683549,135.718627,33.740904,0.000000
27.783580,12.287740,17.511700,42.800175,164.590807,41.175678,55.003108,131.291313,78.773776,49.814852,138.453872,67.858153,42.445997,111.326860,83.269350,0.000000
27.582997,10.612048,16.048186,50.377670,157.103003,36.724371,54.894586,133.302963,71.439204,44.961021,138.011720,59.743336,23.581839,121.843166,20.394588,0.000000
29.247137,11.857716,16.057565,41.996109,159.189465,34.551147,52.283832,125.505391,74.721660,45.024971,128.715937,60.650899,28.101788,113.983640,15.198230,0.000000
31.642552,27.283449,22.736593,45.013501,162.378557,28.980256,51.939889,131.959796,62.784720,39.849946,139.720919,47.052839,26.589354,121.929776,16.913772,0.000000
31.956472,40.550577,59.410367,34.638097,163.310178,33.625908,45.540286,132.444856,65.782252,42.419350,140.348636,49.648872,30.346833,132.799026,32.247155,0.000000
21.477633,7.113319,5.165919,40.999855,94.061988,34.287945,29.487936,116.494854,26.713977,18.134278,126.572083,32.232763,19.350768,100.322862,41.714466,1.000000
31.554162,4.472374,8.395717,44.339242,58.615681,37.961702,33.672262,76.098864,42.454786,27.039329,89.155907,47.072395,34.521344,66.247448,63.819846,1.000000
37.063814,19.403312,7.814462,39.681587,72.236413,44.754032,32.880977,88.963974,41.390164,26.677168,95.667087,40.281745,37.337466,66.785574,54.908393,1.000000
29.528545,16.023841,0.995855,40.222523,60.191399,35.383227,33.561779,80.162904,33.384381,23.305174,90.314569,41.510099,29.058720,70.232726,53.075547,1.000000
